96,3
93,4
88,4
96,4
90,4
100,4
100,4
100,4
83,5
72,5
86,3
71,5
54,3
94,3
67,3
74,3
58,5
69,3
98,4
57,4
66,5
58,4
60,5
79,4
76,4
60,5
71,5
